eval_id,osm_unique_name,travel_dir,state,sld_aadt,test_aadt,data_source,SLD_withheld,urban_rural,n_directions
TMAS189,38453935: 1_38453938: 1,Both,FL,76600,64453,TMAS_FHWA,1,urban,2
TMAS191,42368358: 2_42369740: 2,Both,FL,116993,107147,TMAS_FHWA,1,urban,2
TMAS195,460023494: 3,Both,GA,4939,4945,TMAS_FHWA,1,rural,2
TMAS197,146999937: 15,Both,GA,7518,8065,TMAS_FHWA,1,urban,2
TMAS199,479552401: 3,Both,GA,2131,2006,TMAS_FHWA,1,rural,2
TMAS201,287314966: 1_287314968: 1_564426292: 1,Both,GA,19246,22777,TMAS_FHWA,1,rural,2
TMAS205,629305894: 4,Both,GA,23476,25237,TMAS_FHWA,1,urban,2
TMAS207,9262327: 3,Both,GA,9168,10945,TMAS_FHWA,1,rural,2
TMAS209,133114933: 42,Both,GA,15385,16435,TMAS_FHWA,1,urban,2
TMAS211,9101718: 9,Both,GA,3929,4105,TMAS_FHWA,1,urban,2
TMAS213,9215830: 12,Both,GA,5898,6002,TMAS_FHWA,1,urban,2
TMAS215,51182654: 11_9041907: 12,Both,GA,27010,27848,TMAS_FHWA,1,rural,2
TMAS217,9361063: 7,Both,GA,1233,870,TMAS_FHWA,1,rural,2
TMAS223,631611869: 1,NW,GA,15482,10878,TMAS_NREL,1,urban,1
TMAS229,60854718: 7,Both,GA,18059,18323,TMAS_FHWA,1,urban,2
TMAS231,9366506: 16,Both,GA,6551,6571,TMAS_FHWA,1,rural,2
TMAS233,50059761: 1_51831844: 1,Both,GA,54599,59357,TMAS_FHWA,1,urban,2
TMAS235,539942052: 1_9085703: 2,Both,GA,28247,25105,TMAS_FHWA,1,urban,2
TMAS237,9164492: 1,SW,GA,44586,38466,TMAS_FHWA,1,urban,1
TMAS238,68634440: 1,SW,GA,76030,75824,TMAS_NREL,1,urban,1
TMAS239,9238120: 1,SE,GA,83587,72364,TMAS_FHWA,1,urban,1
TMAS240,539942066: 1,SW,GA,6530,6001,TMAS_FHWA,1,urban,1
TMAS241,268528965: 1,NW,GA,97012,85809,TMAS_FHWA,1,urban,1
TMAS242,38985093: 1,NW,GA,47185,46731,TMAS_FHWA,1,urban,1
TMAS245,13898745: 2_37231062: 1,Both,ID,13482,12017,TMAS_FHWA,1,rural,2
TMAS249,422455715: 3,Both,ID,5579,6033,TMAS_FHWA,1,rural,2
TMAS251,13835872: 2_401318778: 2,NE,ID,16874,15013,TMAS_FHWA,1,urban,1
TMAS253,160272102: 1_24203620: 11,Both,ID,10389,9837,TMAS_FHWA,1,rural,2
TMAS255,13705751: 5,Both,ID,4878,6575,TMAS_FHWA,1,urban,2
TMAS258,376396002: 15,SE,ID,587,1015,TMAS_FHWA,1,rural,1
TMAS259,160272102: 7_24203620: 5,Both,ID,10375,10017,TMAS_FHWA,1,rural,2
TMAS261,211674436: 16,Both,ID,9300,7282,TMAS_FHWA,1,rural,2
TMAS263,13930818: 3,Both,ID,3417,3858,TMAS_NREL,1,rural,2
TMAS265,150867954: 13,Both,ID,7361,5441,TMAS_NREL,1,rural,2
TMAS267,13898110: 1,Both,ID,2903,2219,TMAS_FHWA,1,rural,2
TMAS269,192509193: 1,Both,ID,1861,943,TMAS_FHWA,1,rural,2
TMAS271,639742044: 24,Both,ID,21929,21569,TMAS_FHWA,1,urban,2
TMAS274,77339625: 1,Both,ID,8399,8798,TMAS_FHWA,1,urban,2
TMAS276,197875187: 10,Both,ID,9016,10219,TMAS_FHWA,1,urban,2
TMAS278,483198720: 3,Both,ID,29429,25300,TMAS_FHWA,1,urban,2
TMAS280,122199147: 9,Both,ID,6354,6480,TMAS_FHWA,1,rural,2
TMAS282,13714669: 1_629872508: 1,Both,ID,7893,6932,TMAS_FHWA,1,urban,2
TMAS286,284717832: 13,Both,ID,10683,10793,TMAS_FHWA,1,rural,2
TMAS288,218276474: 1_218276475: 2,Both,ID,81442,83057,TMAS_FHWA,1,urban,2
TMAS366,16098460: 1_50235741: 22,Both,KY,9800,8690,TMAS_FHWA,1,rural,2
TMAS368,224614908: 3_52083065: 4,Both,KY,23560,23793,TMAS_FHWA,1,urban,2
TMAS370,108855813: 2_33120304: 2,NW,KY,50133,50545,TMAS_FHWA,1,urban,1
TMAS372,109152206: 7,Both,KY,3346,3409,TMAS_FHWA,1,rural,2
TMAS374,109496135: 18,Both,KY,814,1204,TMAS_FHWA,1,rural,2
TMAS376,109472172: 1,Both,KY,5997,6411,TMAS_FHWA,1,urban,2
TMAS379,132685040: 12,SW,KY,593,488,TMAS_FHWA,1,rural,1
TMAS380,52083090: 3,Both,KY,2862,3364,TMAS_FHWA,1,rural,2
TMAS507,14211076: 2_246579715: 1,Both,NE,26482,23182,TMAS_FHWA,1,urban,2
TMAS509,14101932: 8,b,NE,443,397,TMAS_FHWA,1,rural,1
TMAS510,14040984: 1,b,NE,549,604,TMAS_FHWA,1,rural,1
TMAS511,378267652: 1,Both,NE,13887,18377,TMAS_FHWA,1,urban,2
TMAS513,142453304: 12_142453305: 11,Both,NE,5345,5681,TMAS_FHWA,1,rural,2
TMAS515,139081318: 2_50266228: 1,Both,NE,22451,24155,TMAS_FHWA,1,urban,2
TMAS517,53830543: 1_53830553: 6,Both,NE,33381,32365,TMAS_FHWA,1,rural,2
TMAS519,134867832: 15,Both,NV,3031,2424,TMAS_FHWA,1,rural,2
TMAS523,27696205: 4,Both,NV,2609,2482,TMAS_FHWA,1,rural,2
TMAS527,162773977: 1,Both,NV,14361,15991,TMAS_FHWA,1,rural,2
TMAS529,122678308: 2_133443186: 1,Both,NV,8641,8407,TMAS_FHWA,1,rural,2
TMAS533,14315410: 1,Both,NV,2251,2769,TMAS_FHWA,1,rural,2
TMAS537,108124854: 1_172772612: 1,Both,NV,42392,44893,TMAS_FHWA,1,rural,2
TMAS539,254350156: 6,Both,NV,20229,18138,TMAS_FHWA,1,urban,2
TMAS558,552708449: 3,Both,NM,1214,1307,TMAS_FHWA,1,rural,2
TMAS560,662763110: 5,Both,NM,2875,3161,TMAS_FHWA,1,rural,2
TMAS566,14615353: 29,Both,NM,8744,11504,TMAS_FHWA,1,urban,2
TMAS607,284940483: 1_383501554: 1,Both,OK,75148,67891,TMAS_FHWA,1,urban,2
TMAS609,263295397: 13,Both,OK,17449,17897,TMAS_FHWA,1,urban,2
TMAS611,282443052: 1_282443053: 1,Both,OK,125156,125394,TMAS_FHWA,1,urban,2
TMAS613,292023553: 1_595278664: 1,Both,OK,94097,93042,TMAS_FHWA,1,urban,2
TMAS615,407516858: 1_82220440: 1,Both,OK,59085,60983,TMAS_FHWA,1,urban,2
TMAS617,263441340: 6_-5501457: 1,Both,OK,15287,12881,TMAS_FHWA,1,rural,2
TMAS619,99285581: 2,Both,OK,4775,4567,TMAS_FHWA,1,rural,2
TMAS621,51646090: 3,Both,OK,1542,1351,TMAS_NREL,1,rural,2
TMAS623,170048946: 3_351944785: 1,Both,OK,4740,6015,TMAS_FHWA,1,rural,2
TMAS625,293481161: 1_293481164: 1,Both,OK,101342,114499,TMAS_FHWA,1,urban,2
TMAS627,161234924: 1_215895571: 2,Both,OK,8725,9002,TMAS_FHWA,1,urban,2
TMAS629,114912137: 30_52603757: 5,Both,OK,10391,7970,TMAS_FHWA,1,rural,2
TMAS631,318401056: 6,Both,OK,2346,2876,TMAS_FHWA,1,rural,2
TMAS633,66767933: 6,Both,PA,4682,5244,TMAS_FHWA,1,rural,2
TMAS635,355375576: 1_633370971: 7,Both,PA,22863,21243,TMAS_FHWA,1,urban,2
TMAS637,74341242: 1_74341321: 1,Both,PA,15436,14783,TMAS_FHWA,1,urban,2
TMAS639,66339950: 5,Both,PA,3083,2728,TMAS_FHWA,1,rural,2
TMAS643,68997816: 2,SW,PA,1920,1463,TMAS_FHWA,1,rural,1
TMAS644,157401913: 2_37739478: 2,Both,PA,34037,31386,TMAS_FHWA,1,rural,2
TMAS650,138170780: 1_64913931: 1,Both,PA,22609,23815,TMAS_FHWA,1,urban,2
TMAS652,38382823: 1_58650311: 1,Both,PA,20851,20439,TMAS_FHWA,1,rural,2
TMAS654,59529729: 1_59530206: 1,Both,PA,20580,21200,TMAS_FHWA,1,rural,2
TMAS656,31695604: 1_31695887: 2,Both,PA,32958,27582,TMAS_FHWA,1,rural,2
TMAS659,584440992: 1_584440993: 2,SW,RI,22200,19241,TMAS_FHWA,1,rural,1
TMAS666,41558879: 7,Both,SC,19433,21171,TMAS_FHWA,1,urban,2
TMAS668,158104826: 2_158104845: 2,Both,SC,46915,41641,TMAS_FHWA,1,rural,2
TMAS670,172658680: 1_172658717: 1,Both,SC,29598,32276,TMAS_FHWA,1,rural,2
TMAS672,176415071: 23,Both,SC,2127,3812,TMAS_FHWA,1,rural,2
TMAS674,12409334: 1,Both,SC,1583,1182,TMAS_FHWA,1,rural,2
TMAS680,265151576: 1_28981762: 11,NW,SC,55755,55002,TMAS_FHWA,1,urban,1
TMAS682,157783467: 1_172199550: 4,Both,SC,53919,52103,TMAS_FHWA,1,rural,2
TMAS684,12141765: 2_157726996: 4,Both,SC,58236,64036,TMAS_FHWA,1,rural,2
TMAS686,160792165: 1_180077504: 1,Both,SC,41625,40412,TMAS_FHWA,1,rural,2
TMAS688,178996966: 15_463511761: 5,Both,SC,36413,35184,TMAS_FHWA,1,rural,2
TMAS690,23616287: 1_24527855: 1,Both,SC,28898,28228,TMAS_FHWA,1,urban,2
TMAS692,268812934: 6,Both,SC,2394,2535,TMAS_FHWA,1,rural,2
TMAS694,192246299: 2,Both,SC,48057,47576,TMAS_FHWA,1,urban,2
TMAS698,12377392: 5,Both,SC,1263,1178,TMAS_FHWA,1,rural,2
TMAS700,42139685: 2_52598974: 1,Both,SC,7801,7834,TMAS_NREL,1,rural,2
TMAS702,109274380: 9,Both,SC,7760,7431,TMAS_NREL,1,rural,2
TMAS704,206414613: 1_254609396: 1,Both,SC,38866,37052,TMAS_NREL,1,rural,2
TMAS706,9923316: 20,Both,SC,1318,1182,TMAS_NREL,1,rural,2
TMAS708,9876219: 3,NW,SC,871,955,TMAS_NREL,1,rural,1
VA00001,8802630: 1,WB,VA,6817,6269,VA_Tolls,0,urban,1
VA00002,268795984: 1,WB,VA,19485,17564,VA_Tolls,0,urban,1
VA00003,268795981: 2,EB,VA,29874,23865,VA_Tolls,0,urban,1
VA00004,173876405: 1,WB,VA,8930,7231,VA_Tolls,0,urban,1
VA00005,155601175: 1,EB,VA,8305,7377,VA_Tolls,0,urban,1
VA00007,173556507: 1,WB,VA,9892,7841,VA_Tolls,0,urban,1
VA00008,90276744: 3,EB,VA,8339,6828,VA_Tolls,0,urban,1
VA00009,543056323: 1,WB,VA,10098,7573,VA_Tolls,0,urban,1
VA00010,543058377: 1,EB,VA,8496,7615,VA_Tolls,0,urban,1
VA00011,173378705: 1,WB,VA,7296,4126,VA_Tolls,0,urban,1
VA00012,155601183: 1,EB,VA,6381,4003,VA_Tolls,0,urban,1
VA00013,173724947: 1,WB,VA,5153,3447,VA_Tolls,0,urban,1
VA00014,90276737: 1,EB,VA,14571,3460,VA_Tolls,0,urban,1
VA00015,592490702: 1,EB,VA,6057,5309,VA_Tolls,0,urban,1
VA00016,38168377: 1,WB,VA,57145,42773,VA_Tolls,0,urban,1
VA00017,8806082: 1,EB,VA,41059,44273,VA_Tolls,0,urban,1
VA00018,304116945: 1,WB,VA,11259,4195,VA_Tolls,0,urban,1
VA00019,46963979: 1,EB,VA,9558,5921,VA_Tolls,0,urban,1
VA00020,8798251: 1,WB,VA,9639,3446,VA_Tolls,0,urban,1
VA00021,44415835: 2,EB,VA,4940,3015,VA_Tolls,0,urban,1
VA00022,79292850: 1,NB,VA,16031,15998,TMAS_NREL,1,urban,1
VA00024,165090954: 5,Both,VA,11355,11866,TMAS_FHWA,1,urban,2
VA00025,79292841: 2,NB,VA,15184,15189,TMAS_NREL,1,urban,1
VA00026,20005319: 28,Both,VA,2790,2698,TMAS_FHWA,1,rural,2
VA00028,138695791: 3,NB,VA,27240,26083,TMAS_FHWA,1,urban,1
VA00029,19852869: 1,NB,VA,30909,32127,TMAS_FHWA,1,urban,1
VA00031,51128164: 18,Both,VA,9410,14114,TMAS_FHWA,1,urban,2
VA00032,108493864: 1,NB,VA,21202,21599,TMAS_FHWA,1,rural,1
VA00035,42239620: 4,Both,VA,8356,8744,TMAS_FHWA,1,rural,2
VA00038,245361617: 1,Both,VA,18390,17107,TMAS_FHWA,1,rural,2
VA00039,245395976: 1,EB,VA,37637,36114,TMAS_FHWA,1,urban,1
VA00040,568378676: 2,EB,VA,43868,44931,TMAS_FHWA,1,urban,1
VA00042,103342610: 1,EB,VA,52325,52715,TMAS_FHWA,1,urban,1
VA00043,102211332: 1,NB,VA,52913,55041,TMAS_FHWA,1,urban,1
VA00044,46785985: 1,NB,VA,56018,55987,TMAS_FHWA,1,urban,1
VA00047,462178363: 15,Both,VA,6810,7163,TMAS_FHWA,1,rural,2
VA00049,600023669: 1,NB,VA,14441,13648,TMAS_FHWA,1,urban,1
VA00050,123061052: 1,NB,VA,39801,40352,TMAS_FHWA,1,urban,1
VA00051,124068689: 5,EB,VA,37616,34939,TMAS_FHWA,1,urban,1
VA00052,20283997: 1,EB,VA,18174,17766,TMAS_NREL,1,urban,1
VA00053,102215399: 4,NB,VA,17473,19909,TMAS_FHWA,1,urban,1
VA00054,102215392: 3,NB,VA,15628,25827,TMAS_FHWA,1,urban,1
VA00055,655779699: 7,Both,VA,3506,2683,TMAS_FHWA,1,rural,2
VA00057,48557630: 1,EB,VA,73368,70284,TMAS_FHWA,1,urban,1
VA00058,47801363: 3,WB,VA,74114,71921,TMAS_NREL,1,urban,1
VA00059,323454976: 37,Both,VA,12839,11013,TMAS_FHWA,1,rural,2
VA00061,50880381: 2,NB,VA,16910,18385,TMAS_FHWA,1,rural,1
VA00062,102205136: 1,NB,VA,50428,50628,TMAS_FHWA,1,rural,1
VA00064,296555749: 2,Both,VA,11770,10362,TMAS_FHWA,1,rural,2
VA00065,51180604: 1,NB,VA,55618,59655,TMAS_FHWA,1,urban,1
VA00066,43678765: 5,Both,VA,9790,10789,TMAS_FHWA,1,rural,2
VA00068,172115185: 2,Both,VA,34599,39489,TMAS_FHWA,1,urban,2
VA00070,172115173: 17,Both,VA,44453,45397,TMAS_FHWA,1,rural,2
VA00072,20041388: 13,Both,VA,3046,3460,TMAS_NREL,1,rural,2
VA00074,103460016: 1,EB,VA,4484,4517,TMAS_FHWA,1,rural,1
VA00075,144910236: 16,NB,VA,27776,26512,TMAS_FHWA,1,urban,1
VA00076,55731206: 2,NB,VA,28443,29063,TMAS_FHWA,1,urban,1
VA00078,51319124: 67,Both,VA,14643,17053,TMAS_FHWA,1,urban,2
VA00081,349645024: 4,Both,VA,14625,15328,TMAS_FHWA,1,urban,2
VA00084,8816324: 4,NB,VA,71107,76668,TMAS_FHWA,1,urban,1
VA00085,79292637: 3,SB,VA,20122,20072,TMAS_FHWA,1,urban,1
VA00087,66310555: 3,SB,VA,14485,14817,TMAS_NREL,1,urban,1
VA00088,41924057: 1,SB,VA,32810,33677,TMAS_FHWA,1,urban,1
VA00089,168659463: 4,SB,VA,20425,21319,TMAS_NREL,1,rural,1
VA00090,20387884: 4,Both,VA,3079,4151,TMAS_NREL,1,rural,2
VA00092,102209649: 1,SB,VA,52747,54809,TMAS_NREL,1,urban,1
VA00093,51326299: 2,SB,VA,20600,20456,TMAS_NREL,1,urban,1
VA00094,41132431: 1,SB,VA,12176,13318,TMAS_NREL,1,rural,1
VA00095,90276740: 1,SB,VA,10010,13856,TMAS_NREL,1,urban,1
VA00101,264545694: 35,Both,VA,11188,9908,TMAS_FHWA,1,urban,2
VA00103,38372057: 1,Both,VA,2316,1833,TMAS_FHWA,1,rural,2
VA00106,368694298: 4,Both,VA,27881,26625,TMAS_FHWA,1,urban,2
VA00108,599971299: 1,SB,VA,66072,74540,TMAS_FHWA,1,urban,1
VA00110,103342581: 3,WB,VA,30135,29763,TMAS_FHWA,1,rural,1
VA00112,47737327: 2,NB,VA,28360,27150,TMAS_FHWA,1,urban,1
VA00113,50854618: 3,WB,VA,69101,70349,TMAS_NREL,1,urban,1
VA00115,262962191: 20,Both,VA,30339,28923,TMAS_FHWA,1,urban,2
VA00117,108632532: 4,Both,VA,23874,22625,TMAS_FHWA,1,urban,2
VA00118,377125639: 1,Both,VA,33070,34743,TMAS_FHWA,1,urban,2
VA00120,402531712: 10,WB,VA,18351,17267,TMAS_NREL,1,rural,1
VA00122,55689764: 2,SB,VA,26602,26248,TMAS_NREL,1,urban,1
VA00123,38281454: 2,WB,VA,21036,19804,TMAS_NREL,1,rural,1
VA00125,19807132: 1,WB,VA,11909,11554,TMAS_FHWA,1,urban,1
VA00129,102352383: 1,WB,VA,24485,25172,TMAS_NREL,1,rural,1
VA00130,102352640: 1,WB,VA,20036,20718,TMAS_NREL,1,rural,1
VA00131,41160413: 4,Both,VA,24246,23263,TMAS_FHWA,1,urban,2
VA00133,102352236: 1,WB,VA,19690,20243,TMAS_FHWA,1,rural,1
VA00134,103456086: 3,EB,VA,19232,18419,TMAS_FHWA,1,rural,1
VA00136,246333825: 8,Both,VA,38772,38776,TMAS_FHWA,1,urban,2
VA00138,430131069: 6,Both,VA,19001,17230,TMAS_FHWA,1,urban,2
VA00142,6528799: 1,NB,VA,685,662,TMAS_FHWA,1,urban,1
VA00143,20476517: 1,SB,VA,2866,2838,TMAS_FHWA,1,urban,1
VA00146,20527737: 1,SB,VA,1861,1690,TMAS_FHWA,1,rural,1
VA00149,102215392: 3,NB,VA,15628,15510,TMAS_FHWA,1,urban,1
VA00151,41133533: 7,SB,VA,11754,11435,TMAS_NREL,1,rural,1
VA00152,39227300: 1,WB,VA,19659,20281,TMAS_NREL,1,rural,1
VA00153,41599532: 2,WB,VA,24712,28572,TMAS_NREL,1,urban,1
VA00154,20353513: 5,EB,VA,17260,17056,TMAS_FHWA,1,rural,1
_OH00030,80443000: 1,EB,OH,5364,4227.969863,OH_Tolls,0,rural,1
_OH00033,80236594: 1,EB,OH,9684,8018.109589,OH_Tolls,0,rural,1
_OH00048,179540294: 1,EB,OH,956,677.3753425,OH_Tolls,0,rural,1
OH00001_,596100288: 1,WB,OH,10804,10557.82466,OH_Tolls,0,rural,1
OH00002_OH00003,122100659: 2_122100662: 2,Both,OH,2820,1740.413699,OH_Tolls,0,rural,2
OH00004_OH00005,122100647: 2_122100650: 1,Both,OH,1882,1118.249315,OH_Tolls,0,rural,2
OH00006_OH00007,122353834: 2_122353833: 2,Both,OH,2710,1833.769863,OH_Tolls,0,rural,2
OH00008_OH00009,122353836: 1_122353835: 2,Both,OH,2722,1783.043836,OH_Tolls,0,rural,2
OH00010_OH00011,122353855: 2_122353858: 1,Both,OH,4680,3687.912329,OH_Tolls,0,rural,2
OH00012_OH00013,122353837: 2_122353838: 2,Both,OH,11619,9314.70137,OH_Tolls,0,rural,2
OH00014_OH00015,38424170: 1_64368439: 1,Both,OH,18861,16243.2137,OH_Tolls,0,rural,2
OH00016_OH00017,122354154: 2_122354160: 2,Both,OH,19781,16621.08219,OH_Tolls,0,rural,2
OH00018_OH00019,127874282: 1_113626358: 1,Both,OH,2392,1750.753425,OH_Tolls,0,rural,2
OH00020_OH00021,320594506: 1_320594506: 1,Both,OH,5465,4405.361644,OH_Tolls,0,rural,2
OH00022_OH00023,19037121: 2_178881082: 2,Both,OH,7371,4488.312329,OH_Tolls,0,rural,2
OH00024_OH00025,320587351: 1_320587351: 1,Both,OH,5354,3865.106849,OH_Tolls,0,rural,2
OH00026_OH00027,19124518: 2_88086095: 2,Both,OH,3583,2418.547945,OH_Tolls,0,rural,2
OH00028_OH00029,168526610: 2_168526611: 1,Both,OH,6107,4525.016438,OH_Tolls,0,rural,2
OH00031_OH00032,80240264: 2_80240200: 2,Both,OH,22743,16871.01096,OH_Tolls,0,rural,2
OH00034_OH00035,80236549: 2_19125880: 2,Both,OH,6519,6572.583562,OH_Tolls,0,rural,2
OH00036_OH00037,582953247: 2,WB,OH,15267,9870.758904,OH_Tolls,0,rural,1
OH00038_OH00039,491466999: 1_491677072: 1,Both,OH,20225,18216.98082,OH_Tolls,0,rural,2
OH00040_OH00041,316617974: 1_316601700: 1,Both,OH,17525,17658.09041,OH_Tolls,0,rural,2
OH00042_OH00043,317015036: 1,Both,OH,10766,9844.364384,OH_Tolls,0,rural,1
OH00044_OH00045,179540300: 2_19213215: 2,Both,OH,6227,5201.693151,OH_Tolls,0,rural,2
OH00046_OH00047,19261986: 2_340213007: 2,Both,OH,5749,5269.99726,OH_Tolls,0,rural,2
OH00049_,19261964: 1,WB,OH,608,431.9945205,OH_Tolls,0,rural,1
OH00050_OH00051,39854811: 1_39854813: 1,Both,OH,25942,22539.63288,OH_Tolls,0,rural,2
OH00053_OH00052,322067472: 2_492874113: 1,Both,OH,6560,5595.183562,OH_Tolls,0,rural,2
OH00054_,124068716: 1,WB,OH,3885,2147.260274,OH_Tolls,0,rural,1
